,index,activity,location,sex,year,injury,case_number,time,age,type,area,country,fatal_y_n,species,index_original
657,711,Attempting to rescue woman seized by shark,"Pensacola, Escambia County",M,1849,FATAL,1849.10.04,Unknown,,Unprovoked,Florida,USA,Y,unknown,711
658,712,Swimming,"Sweet Water Point, Pitt Water",M,1825,FATAL,1826.08.15.R,Unknown,,Unprovoked,Tasmania,AUSTRALIA,Y,unknown,712
659,713,Swimming,,M,1751,FATAL,1758.00.00,Unknown,,Unprovoked,Massachusetts,USA,Y,unknown,713
660,714,,,M,,Cut to arm while roping shark PROVOKED INCIDENT,ND-0135,Unknown,,Provoked,,INDIA,N,unknown,714
661,715,Shark tagging,,F,,Severe abrasion to forearm from captive shark PROVOKED INICIDENT,ND-0127,Evening,21,Unprovoked,Florida,USA,N,blacktip,715
662,716,Diving,Sha'ab Rumi,M,,"No injury, BC ripped",ND.0094,Unknown,,Unprovoked,Red Sea State,SUDAN,N,silvertip,716
663,717,Diving,Canton Island,M,,No injury,ND.0051,Unknown,,Unprovoked,Phoenix Islands,KIRIBATI,N,unknown,717
664,718,"Fishing, wading with string of fish",Wake Island,M,,Survived,ND.0049,Unknown,,Unprovoked,,NORTH PACIFIC OCEAN,N,unknown,718
665,719,,"Ahvaz, on the Karun River",M,,"FATAL, femoral artery severed, died 12 days later",ND.0042,Unknown,,Unprovoked,Khuzestan Province,IRAN,Y,unknown,719
666,720,Spent 8 days in dinghy,St. George’s Channel,M,,"No injury, but shark removed the heel & part of his left shoe",ND.0034,Unknown,,Sea Disaster,Between New Ireland & New Britain,PAPUA NEW GUINEA,N,unknown,720
667,721,Pearl diving,,M,,Lacerations to thigh,ND.0024,Unknown,,Unprovoked,,AUSTRALIA,N,unknown,721
668,722,Fishing,"Key Largo, Monroe County",M,2022,Minor injury to leg by hooked shark,2022.10.25,Unknown,15,Provoked,Florida,USA,N,nurse,722
669,723,Surfing,Centerville Beach,M,2022,Thigh injured,2022.10.07,Unknown,31,Unprovoked,California,USA,N,unknown,723
670,724,Swimming,Sahl Hasheesh,F,2022,FATAL,2022.07.01.c,Unknown,68.0,Unprovoked,"Hurghada, Red Sea Governorate",EGYPT,Y,unknown,724
671,725,Fishing,,M,2022,Right arm severed,2022.06.29.a,Unknown,,,,JA MAICA,N,tiger,725
672,726,,"Pointe des pêcheurs, Punaahuia",M,2022,Cut to knee,2022.05.03,Morning,22.0,Unprovoked,Tahiti,FRENCH POLYNESIA,N,tiger,726
673,727,Surfing,"Salmon Creek Beach, Sonoma County",M,2021,Injury to posterior left thigh,2021.10.04,Morning,38.0,Unprovoked,California,USA,N,unknown,727
674,728,Swimming,"Grayton Beach State Park,   Walton County",M,2021,superficial injuries:,2021.06.23,Unknown,14.0,Unprovoked,Florida,USA,N,unknown,728
675,729,Skimboarding,"Herring Point, Sussex County",M,2020,Puncture wounds to leg,2020.06.07,Unknown,12.0,,Delaware,USA,N,unknown,729
676,730,Snorkeling,Bargara,M,2019,Lacerations to foot,2019.12.03,Evening,30.0,Unprovoked,Queensland,AUSTRALIA,N,unknown,730
677,731,Swimming/ Treading water,"Napoopoo Park in Kealakekua Bay, The Big Island",F,2019,Injury to lower back and right hip,2019.08.27,Morning,26.0,Unprovoked,Hawaii,USA,N,unknown,731
678,732,Swimming,"Bald Head Island, Brunswick County",M,2019,Puncture wounds to leg,2019.06.26,Unknown,8.0,Unprovoked,North Carolina,USA,N,unknown,732
679,733,Swimming,Port South Marina,M,2019,Leg severed,2019.05.29,Unknown,10.0,Unprovoked,Noumea,NEW CALEDONIA,N,bull,733
680,734,Surfing,"Hobe Sound, Martin County",M,2019,Lacerations to foot,2019.03.26,Unknown,46.0,Unprovoked,Florida,USA,N,unknown,734
681,735,Surfing,"Cape Kiwanda, Tillamook County",M,2019,"No injury, board bitten and dented",2019.03.16,Morning,,Unprovoked,Oregon,USA,N,unknown,735
682,736,Wading,"Catseye Beach, Hamilton Island, Whitsundays",F,2019,Injuries to foot & leg,2019.01.29,Morning,9 & 60,Invalid,Queensland,AUSTRALIA,N,unknown,736
683,737,,,M,2018,Bitten on foot when he stepped on the shark  PROVOKED INCIDENT,2019.01.08,Morning,48.0,Provoked,New South Wales,AUSTRALIA,N,wobbegong,737
684,738,Spearfishing,Matauri Bay,M,2018,Injuries to leg and hand,2018.12.18,Morning,24.0,Unprovoked,North Island,NEW ZEALAND,N,unknown,738
685,739,Spearfishing,Off Nhulunbuy,M,2018,Severe lacerations to left arm and right leg,2018.11.28,Morning,17.0,Unprovoked,Northern Territory,AUSTRALIA,N,reef,739
686,740,Standing,"St. Simon Island, Glynn County",F,2018,Minor injury to left thigh,2018.06.25,Unknown,11.0,Unprovoked,Georgia,USA,N,unknown,740
687,741,Wading,Waterman's Bay,M,2018,Minor injuries to legs,2018.04.03,Evening,10.0,Unprovoked,Western Australia,AUSTRALIA,N,wobbegong,741
688,742,Free diving,Martin Islet,M,2018,"No injury, shark took his swimfin",2018.01.21,Unknown,28.0,Unprovoked,New South Wales,AUSTRALIA,N,unknown,742
689,743,Surfing,Rockaway,M,2017,"Lacerations to right ankle, foot & toe",2017.09.25.b,Unknown,33.0,Invalid,New York,USA,U,unknown,743
690,744,Surfing,Iluka Beach,M,2017,Minor lacerations to right hip,2017.09.13,Morning,35.0,Unprovoked,New South Wales,AUSTRALIA,N,unknown,744
691,745,Surfing,Iwata City,M,2017,Injury to ankle & feet,2017.09.06.R,Morning,42.0,Unprovoked,Shizuoka Prefecture,JAPAN,N,unknown,745
692,746,Swimming,Grao de Moncofa,F,2017,Lacerations to left foot,2017.08.29,Midday,11.0,Invalid,Castellón,SPAIN,U,unknown,746
693,747,Snorkeling,Rose Island,F,2017,Foot & ankle injured,2017.07.29.c,Unknown,,Unprovoked,New Providence District,BAHAMAS,N,unknown,747
694,748,Feeding sharks,,F,2017,Fingernail pulled off,2017.06.17,Unknown,,Unprovoked,,BAHAMAS,N,unknown,748
695,749,Spearfishing,Khor Fakkan,M,2017,Right leg severely bitten,2017.05.28,Morning,41.0,Unprovoked,"Sharjah,",UNITED ARAB EMIRATES,N,unknown,749
696,750,Snorkeling,"Los Arbolitos, Cabo Pulmo",M,2017,FATAL,2017.05.12,Unknown,33.0,Unprovoked,Baja California Sur,MEXICO,Y,unknown,750
697,751,Wading,"Ponte Vedra, St. Johns County",M,2016,Minor injury to arm,2016.09.15,Unknown,60s,Unprovoked,Florida,USA,N,unknown,751
698,752,Surfing,"New Smyrna Beach, Volusia County",M,2016,Big toe bitten,2016.08.07,Unknown,22.0,Unprovoked,Florida,USA,N,blacktip,752
699,753,Fishing,"Off Gloucester, Essec County",M,2016,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,2016.07.08.R,Morning,59.0,Provoked,Massachusetts,USA,N,dogfish,753
700,754,Spearfishing,Yate,M,2016,Forearm bitten,2016.03.02,Unknown,31.0,Unprovoked,South Province,NEW CALEDONIA,N,unknown,754
701,755,Swimming,"Arinaga Beach, Aguimes, Gran Canaria",F,2015,Lacerations to left forearm,2016.01.02,Unknown,38.0,Unprovoked,Grand Canary Island,SPAIN,N,unknown,755
702,756,Surfing,Pyramids Beach,M,2015,Foot injured,2015.10.09.a,Unknown,18.0,Unprovoked,Western Australia,AUSTRALIA,N,unknown,756
703,757,Attempting to rescue a shark,Fort Lauderdale,F,2015,Puncture wound to finger,2015.06.11,Unknown,17,Unprovoked,Florida,USA,N,nurse,757
704,758,Swimming,"Cocoa Beach, Brevard  County",F,2015,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",2015.05.29.a,Unknown,13,Unprovoked,Florida,USA,N,unknown,758
705,759,Bodysurfing,Mereweather Beach,M,2015,5 minor puncture wounds to lower left leg,2015.02.09,Unknown,,Unprovoked,New South Wales,AUSTRALIA,N,unknown,759
706,760,Surfing,"Kelpids Beach, Wylie Bay, Esperance",M,2014,"Left arm & right hand severed, lacerations to both legs",2014.10.03.a,Morning,23,Unprovoked,Western Australia,AUSTRALIA,N,unknown,760
707,762,Spearfishing,Gnaraloo,M,2014,Lacerations to face and neck,2014.08.25,Unknown,31,Unprovoked,Western Australia,AUSTRALIA,N,reef,762
708,763,Kneeling in the water,"West Beach, Galveston",F,2014,Shallow lacerations & puncture wounds below shoulder,2014.06.09.a,Unknown,14,Unprovoked,Texas,USA,N,unknown,763
709,764,Sailing,,M,2014,"No injury to occupants, hull bitten",2014.03.02,Unknown,21,Watercraft,,PAPUA NEW GUINEA,N,unknown,764
710,765,Snorkeling,"Makenat, Maui",F,2013,FATAL,2013.08.18,Unknown,20,Unprovoked,Hawaii,USA,Y,tiger,765
711,766,Swimming,Eueiki Island,F,2012,Injuries to thighs & buttocks,2012.09.24,Unknown,29,Unprovoked,Vava'u,TONGA,N,bull,766
712,767,Surfing,"Melbourne Beach, Brevard County",M,2012,Puncture wounds to hand,2012.09.06.b,Morning,32,Unprovoked,Florida,USA,N,unknown,767
713,768,Surfing,"New Smyrna Beach, Volusia County",F,2012,Bitten on ankle,2012.03.20,Unknown,15,Unprovoked,Florida,USA,N,unknown,768
714,769,Snorkeling,Coral Bay,M,2012,Lacerations to right forearm,2012.02.06,Unknown,26,Unprovoked,Western Australia,AUSTRALIA,N,tiger,769
715,770,Kayaking,Pigeon Point,M,2011,"No injury, kayak bitten",2011.11.29,Unknown,,Watercraft,California,USA,N,unknown,770
716,771,Surfing,"Lyman Beach, Kailua-Kona",F,2011,"No injury, board bitten",2011.05.30,Unknown,,Unprovoked,Hawaii,USA,N,tiger,771
717,772,Snorkeling,"Ras Nasrani, Sharm el-Sheikh",M,2010,Lacerations to right leg,2010.12.03.R,Morning,46,Unprovoked,South Sinai Peninsula,EGYPT,N,unknown,772
718,773,Fishing,350 miles from Faial Island,M,2010,PROVOKED INCIDENT?,2010.10.28.R,Unknown,,Provoked,,AZORES,N,unknown,773
719,774,Swimming,Jeju Island,F,2010,Lacerations to left lower leg,2010.08.14,Unknown,16,Unprovoked,Jeju Province,SOUTH KOREA,N,unknown,774
720,775,Surfing,"Figure Eight Island, Wilmington, New Hanover County",M,2010,Left foot bitten,2010.08.10,Unknown,25,Unprovoked,North Carolina,USA,N,unknown,775
721,776,Fishing,Off Tarpon Springs,M,2010,Laceration to left calf by hooked shark PROVOKED INCIDENT,2010.06.06,Morning,49,Provoked,Florida,USA,N,lemon,776
722,777,Diving,"Adventure Aquarium, Camden",M,2009,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,2009.12.13,Unknown,58,Provoked,New Jersey,USA,N,tiger,777
723,778,Crawling,"Melbourne Beach, Brevard County",M,2009,2-inch laceration to upper left arm,2009.06.27,Evening,14,Invalid,Florida,USA,U,unknown,778
724,779,Spearfishing,Ritidian Point,M,2009,Speared shark bit his forearm PROVOKED INCIDENT,2009.05.16.b,Unknown,27,Provoked,North Region,GUAM,N,blacktip,779
725,780,Kayaking,"Long Reef, north of Sydney",M,2008,"No injury, shark struck kayak, catapulting him into the water",2008.12.27.d,Morning,29,Watercraft,New South Wales,AUSTRALIA,N,unknown,780
726,781,Swimming,"Honokowai, Maui",M,2008,Minor injury,2008.07.27,Unknown,,Unprovoked,Hawaii,USA,N,reef,781
727,782,Surfing,Pantla Beach,M,2008,FATAL,2008.05.24.b,Unknown,21,Unprovoked,Guerro,MEXICO,Y,unknown,782
728,784,Spearfishing,Holmes Reef,M,2007,Laceration to calf,2007.10.29,Morning,31,Unprovoked,Queensland,AUSTRALIA,N,bronze whaler,784
729,785,Wading,"Daytona Beach, Volusia County",F,2007,Laceration to right big toe,2007.09.13,Unknown,36,Unprovoked,Florida,USA,N,unknown,785
730,786,Surfing,"New Smyrna Beach, Volusia County",M,2007,6 to 8 puncture wounds to right hand,2007.06.30.b,Evening,20,Unprovoked,Florida,USA,N,unknown,786
731,787,Body boarding,Wharton Beach,M,2006,"Right leg severed, left leg lacerated",2006.12.10,Morning,15,Unprovoked,Western Australia,AUSTRALIA,N,unknown,787
732,788,Fishing,Sebastian Inlet,M,2006,Lower right leg and foot bitten,2006.11.09,Unknown,15,Unprovoked,Florida,USA,N,unknown,788
733,789,,,M,2006,FATAL,2006.09.11,Unknown,20,Unprovoked,,BRAZIL,Y,unknown,789
734,790,Body boarding,"Hutchinson Island, St. Lucie County",F,2006,Right calf bitten,2006.06.30.b,Morning,9,Unprovoked,Florida,USA,N,unknown,790
735,791,Surfing,"Salmon Beach, Sonoma County",F,2005,Leg bitten,2005.10.22,Morning,20,Unprovoked,California,USA,N,unknown,791
736,792,Diving,Santa Lucia,M,2004,Left forearm bitten,2004.11.11.a,Unknown,40.0,Unprovoked,Camaguey Province,CUBA,N,bull,792
737,793,Body boarding,"P' tit Paris, Saint-Pierre",M,2004,"Leg severely bitten, surgically amputated",2004.10.09.b,Unknown,15.0,Unprovoked,Conservatória District,REUNION,N,tiger,793
738,794,Surfing,"Kahana Beach, Maui",M,2004,FATAL Severe wound to right thigh & calf,2004.04.13.b,Morning,57.0,Unprovoked,Hawaii,USA,Y,tiger,794
739,795,Swimming or surfing,"Mahabalipuram beach, 37 km south of Chennai",M,2003,Left index finger lacerated,2003.11.27,Unknown,35.0,Unprovoked,Tamil Nadu,INDIA,N,tiger,795
740,796,,"Piedade, Recife",M,2003,FATAL,2003.06.30,Unknown,,Unprovoked,Pernambuco,BRAZIL,Y,unknown,796
741,797,Surf skiing,"Glencairn, False Bay",M,2002,No injury,2002.09.16.b,Unknown,47.0,Unprovoked,Western Cape Province,SOUTH AFRICA,N,unknown,797
742,798,Surfing,"Ponce Inlet, New Smyrna Beach, Volusia County",M,2002,2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT,2002.07.26,Evening,19,Provoked,Florida,USA,N,unknown,798
743,799,Floating on a raft,"St. George Island (near Apachicola), Franklin County",M,2002,Lacerated foot,2002.06.03,Unknown,16.0,Unprovoked,Florida,USA,N,unknown,799
744,800,Swimming,"Boa Viagem Beach, Recife",M,2002,"Severe kacerations, FATAL",2002.03.25.b,Unknown,16,Unprovoked,Pernambuco,BRAZIL,Y,unknown,800
745,801,Swimming,Collie River,M,2002,15 cm wound on inner thigh,2002.02.07,Unknown,32.0,Unprovoked,Western Australia,AUSTRALIA,N,unknown,801
746,802,Diving,"Blue Planet Aquarium, Ellesmere Port",M,2001,Head bitten by captive shark PROVOKED INCIDENT,2001.09.15.b,Unknown,,Provoked,Cheshire,UNITED KINGDOM,N,tiger,802
747,803,Fell off banana boat,Laem Mae Pim Beach,M,2001,Legs bitten,2001.08.18.a,Unknown,21 & ?,Unprovoked,Rayong Province,THAILAND,N,unknown,803
748,804,Fishing,Peel Island,,2000,"No Injury to occupant, shark holed and sank boat",2000.11.06.a,Unknown,31.0,Watercraft,Queensland,AUSTRALIA,N,unknown,804
749,805,,"Isle of Palms, Charleston County",,2000,Non-fatal,2000.09.18,Unknown,,Unprovoked,South Carolina,USA,N,unknown,805
750,806,Surfing,"J.P. Luby Surf Park, Corpus Christi",M,2000,Foot lacerated,2000.06.19,Unknown,17.0,Unprovoked,Texas,USA,N,blacktip,806
751,807,Body surfing,Struis Bay,M,2000,Foot bitten,2000.03.00,Unknown,,Unprovoked,Western Cape Province,SOUTH AFRICA,N,unknown,807
752,808,Surfing,"Cintsa East, East London",M,1999,Leg & board bitten,1999.07.06,Morning,29,Unprovoked,Eastern Cape Province,SOUTH AFRICA,N,unknown,808
753,809,Swimming,"Pecks Lake, Martin County",F,1998,Ankle & foot bitten,1998.05.29.a,Unknown,14,Unprovoked,Florida,USA,N,blacktip,809
754,810,Swimming,,M,1997,Thigh bitten,1997.12.25.a,Unknown,32.0,Unprovoked,Florida,USA,N,unknown,810
755,811,SCUBA diving,"Santa Rosa, Cozumel",M,1997,FATAL,1997.08.27,Unknown,28.0,Invalid,Quintana Roo,MEXICO,Y,unknown,811
756,812,Fishing,Safaga,M,1997,FATAL,1997.08.11.c,Unknown,16,Unprovoked,Red Sea,EGYPT,Y,unknown,812
757,813,Wading,"East Beach, Galveston",F,1997,Wrist & am bitten,1997.08.10,Unknown,10,Unprovoked,Texas,USA,N,unknown,813
758,814,Windsurfing,Geraldton,M,1997,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered",1997.02.03,Evening,41.0,Unprovoked,Western Australia,AUSTRALIA,Y,tiger,814
759,815,Boeing 757 enroute from Porta Plata plunged into the sea,Boeing 757 enroute from Porta Plata,,1996,"106 bodies were recovered, some had been bitten by sharks",1996.02.10.b,Unknown,,Sea Disaster,12 miles off the north coast,DOMINICAN REPUBLIC,Y,unknown,815
760,816,,"Ormond Beach, Volusia County",M,1995,Puncture wounds on right foot,1995.05.12,Unknown,20,Unprovoked,Florida,USA,N,unknown,816
761,817,,Aniwa Island,,1994,No details,1994.12.13,Unknown,,Unprovoked,Tafea Province,VANUATU,U,unknown,817
762,818,,1200 miles east of New Jersey,M,1994,Sharks took some of the crew,1994.12.11,Unknown,,Sea Disaster,,USA,Y,unknown,818
763,819,Surfing,"Daytona Beach, Volusia County",M,1994,Right foot lacerated,1994.06.24,Morning,28,Unprovoked,Florida,USA,N,unknown,819
764,820,Spearfishing,Arniston,M,1994,FATAL,1994.04.06,Unknown,,Unprovoked,Western Cape Province,SOUTH AFRICA,Y,unknown,820
765,821,Swimming,Piedade,M,1994,Right leg bitten,1994.02.12,Unknown,,Unprovoked,Pernambuco,BRAZIL,N,unknown,821
766,822,Hookah diving for sea urchins,"Castle Rock, San Miguel Island, Santa Barbara County",M,1992,Foot & swim fin punctured,1992.11.05.b,Morning,40.0,Unprovoked,California,USA,N,unknown,822
767,823,Surfing,Nahoon,M,1992,Punctures & lacerations on lower leg,1992.05.00,Unknown,35.0,Unprovoked,Eastern Cape Province,SOUTH AFRICA,N,unknown,823
768,824,Hookah diving for sea urchins,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",M,1991,"No injury, shark became tangled in hose & towed him 100'",1992.01.00,Unknown,25.0,Unprovoked,California,USA,N,unknown,824
769,825,"Fishing from rocks, swept out to sea by large wave & treading water","Maliko Point, Maui",M,1991,"Body not recovered, shorts found indicating shark bite on left side",1991.11.26.b,Unknown,,Unprovoked,Hawaii,USA,Y,tiger,825
770,826,Scuba diving,Bass Point,M,1991,Lacerations to arm & leg,1991.04.16.a,Unknown,18,Unprovoked,New South Wales,AUSTRALIA,N,nurse,826
771,827,Surfing,"Palm Beach, Palm Beach County",M,1987,Left calf bitten,1988.00.00.c,Unknown,16,Unprovoked,Florida,USA,N,blacktip,827
772,828,Windsurfing,"Singer Island, Riviera Beach, Palm Beach County",M,1987,"Lacerations to toe, heel & ankle of right foot",1987.03.30.b,Unknown,,Unprovoked,Florida,USA,N,unknown,828
773,829,Spearfishing,Guadalupe Island,M,1984,"No Injury, PROVOKED INCIDENT",1984.09.17,Evening,,Provoked,Baja California,MEXICO,N,unknown,829
774,830,Spearfishing,Sodwana,M,1984,"No injury, shark hit swim fin",1984.07.22,Unknown,,Unprovoked,KwaZulu-Natal,SOUTH AFRICA,N,raggedtooth,830
775,831,Floating on air mattress,"Riviera Beach, Palm Beach County",M,1983,"No injury, shark bit air mattress, deflating it",1983.07.12.b,Unknown,17,Unprovoked,Florida,USA,N,unknown,831
776,832,Surfing,"Cocoa Beach, Brevard County",M,1981,Laceration to foot,1981.09.15,Morning,24,Unprovoked,Florida,USA,N,unknown,832
777,833,Shell diving,Wae-yeon Island,F,1981,FATAL,1981.06.12,Unknown,27,Unprovoked,Chungnam,SOUTH KOREA,Y,unknown,833
778,834,Swimming,Umtentweni,M,1981,Foot lacerated,1981.03.04,Evening,30.0,Unprovoked,KwaZulu-Natal,SOUTH AFRICA,N,blacktip,834
779,835,Swimming,"Public Beach (Carlin Park), Jupiter, Palm Beach County",M,1979,Right foot & ankle lacerated,1979.05.00.c,Unknown,24.0,Unprovoked,Florida,USA,N,unknown,835
780,836,Spearfishing / Scuba diving,"12 miles northeast of Mayport,  Duval County",M,1977,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",1977.08.05,Unknown,27,Provoked,Florida,USA,N,bull,836
781,837,,Southport,M,1977,"Missing, believed taken by a shark",1977.06.06,Unknown,,Invalid,Queensland,AUSTRALIA,U,unknown,837
782,838,Thrashing the water / imitating the shark victim from Jaws,Clifton,M,1976,Torso bitten,1976.12.29,Unknown,19.0,Unprovoked,Western Cape Province,SOUTH AFRICA,N,unknown,838
783,839,Surfing,"Sebastian, Indian River County",M,1976,Laceration to left lower leg,1976.09.12.b,Unknown,15,Unprovoked,Florida,USA,N,tiger,839
784,840,,Plettenberg Bay,,1975,Shark bit rudder & hull,1975.03.00,Unknown,,Watercraft,Western Cape Province,SOUTH AFRICA,N,unknown,840
785,841,Fishing boat swamped in a storm,,M,1974,FATAL,1974.06.20,Unknown,,Sea Disaster,,BRAZIL,Y,unknown,841
786,842,Surfing,"Inyoni Rocks, Amanzimtoti",M,1974,Right foot lacerated,1974.04.14,Unknown,17.0,Unprovoked,KwaZulu-Natal,SOUTH AFRICA,N,dusky,842
787,843,Swimming,"Inyoni Rocks, Amanzimtoti",M,1974,Right shin lacerated,1974.03.00,Evening,19.0,Unprovoked,KwaZulu-Natal,SOUTH AFRICA,N,unknown,843
788,844,Freedom Swimming,,M,1973,"One man was killed by a shark, the other was injured",1973.08.25,Unknown,,Unprovoked,,HONG KONG,N,unknown,844
789,845,Swimming,"Revolcadero Beach, Acapulco",,1973,"FATAL, multiple bites",1973.03.05,Unknown,57,Unprovoked,Guerrero,MEXICO,Y,unknown,845
790,846,Sitting in shallows,Kosi Bay,F,1972,Foot bitten,1972.02.12,Evening,30.0,Unprovoked,KwaZulu-Natal,SOUTH AFRICA,N,zambesi,846
791,847,Spearfishing,Ponto do Ouro,M,1972,Puncture wounds to arm,1972.01.01.b,Unknown,,Unprovoked,Maputo Province,MOZAMBIQUE,N,unknown,847
792,848,Fishing,Pisarach (Pisaras),M,1970,Laceration to thigh,1970.12.17,Unknown,,Unprovoked,Namonuito Atoll,MICRONESIA,N,unknown,848
793,849,Swimming,Grenville,M,1970,"FATAL, body not recovered",1970.06.13.a,Unknown,14,Unprovoked,St. Andrew Parish,GRENADA,Y,unknown,849
794,850,Fishing,Ramsgate,M,1968,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",1968.12.02,Unknown,22,Watercraft,KwaZulu-Natal,SOUTH AFRICA,N,unknown,850
795,851,Spearfishing,"Key West, Monroe County",M,1967,"After shark was speared & hit on head, it bit the diver’s foot  PROVOKED INCIDENT",1967.07.05,Evening,26,Provoked,Florida,USA,N,nurse,851
796,852,Swimming,Manus Island,F,1966,FATAL,1966.07.17.b,Unknown,25,Unprovoked,"Admiralty Islands, Manus Province",PAPUA NEW GUINEA,Y,unknown,852
797,853,Fishing (rod & line),Moem Village near Wewak,M,1965,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,1965.10.00,Unknown,,Provoked,East Sepik,PAPUA NEW GUINEA,N,unknown,853
798,854,Swimming,Gonubie River Mouth,M,1963,"FATAL, shoulders, arms, abdomen & foot bitten",1963.12.26.b,Unknown,18.0,Unprovoked,Eastern Cape Province,SOUTH AFRICA,Y,unknown,854
799,855,Helping friend land hooked shark,"Next to West Street groyne, Durban",M,1963,Foot lacerated  PROVOKED INCIDENT,1963.12.25,Evening,13.0,Provoked,KwaZulu-Natal,SOUTH AFRICA,N,dusky,855
800,856,Spearfishing,Pomio,M,1963,"FATAL, leg severely bitten",1963.12.20.a,Unknown,22.0,Unprovoked,"South Coast, East New Britain",NEW BRITAIN,Y,tiger,856
801,857,Treading water while alongside capsized yacht,"Charteris Bay, Lyttleton Harbour",M,1963,Hand & lower leg severely injured,1963.12.08,Unknown,20,Unprovoked,South Island,NEW ZEALAND,N,unknown,857
802,858,Adrift after wave swamped engine,Port Phillip Bay,M,1962,"No injury to occupant, shark nibbled at boat",1962.10.25,Unknown,,Watercraft,South Australia,AUSTRALIA,N,nurse,858
803,859,Diving,"Circeo, Secca del Faro",M,1962,No injury,1962.08.12,Unknown,,Unprovoked,Tyrrhenian Sea,ITALY,N,unknown,859
804,860,Free diving,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",M,1962,Left foot bitten,1962.06.07,Morning,31.0,Unprovoked,Florida,USA,N,unknown,860
805,861,Fishing,"Seaspray, near Sale",,1962,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",1962.01.07.a,Unknown,,Provoked,New South Wales,AUSTRALIA,N,unknown,861
806,862,Swimming,"Sepulveda Beach, Xai Xai",M,1961,"Multiple injuries to both hands, left leg & foot",1961.04.30,Morning,37.0,Unprovoked,Gaza,MOZAMBIQUE,N,zambesi,862
807,863,Spearfishing,Glenelg Breakwater,M,1961,"Shark took his entire catch, lacerated his knee and tore his wet suit as it brushed past him",1961.04.03,Unknown,24.0,Unprovoked,South Australia,AUSTRALIA,N,bronze whaler,863
808,864,Spearfishing,,,1961,Arm injured,1961.00.00.e,Unknown,,Unprovoked,,NEW CALEDONIA,N,unknown,864
809,865,Free diving for molluscs,Thiaroye Guedi,M,1961,FATAL,1961.01.01,Unknown,20,Unprovoked,Cap Vert Peninsula,SENEGAL,Y,unknown,865
810,866,,"Bondi Beach, Sydney",F,1960,"Shark brushed past, minor injuries if any",1961.00.00.a,Unknown,27.0,Unprovoked,New South Wales,AUSTRALIA,N,unknown,866
811,867,Swimming,Margate,M,1960,"FATAL, legs severed",1960.12.27.b,Unknown,25.0,Unprovoked,KwaZulu-Natal,SOUTH AFRICA,Y,unknown,867
812,869,,"Lignum Vitae Channel, Florida Keys, Monroe County",,1960,"No injury, harpooned shark bit hull, leaving tooth fragments. PROVOKED INCIDENT",1960.05.24,Unknown,,Provoked,Florida,USA,N,lemon,869
813,870,Spearfishing,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",M,1960,Minor cuts & bruises on face & neck,1960.04.12,Unknown,,Unprovoked,Victoria,AUSTRALIA,N,unknown,870
814,871,,"Off Taludig Village, at mouth of the Murnass River",M,1960,"Lower left leg bitten, surgically amputated",1960.02.07,Unknown,,Unprovoked,Madang (WO),PAPUA NEW GUINEA,N,unknown,871
815,873,Swimming,Luang Dulag,M,1959,"No details, survived",1959.10.02,Unknown,28.0,Unprovoked,Leyte Island,PHILIPPINES,N,unknown,873
816,874,Fishing,False Bay,M,1958,"No injury, shark leapt at him",1958.12.12,Unknown,,Invalid,Western Cape Province,SOUTH AFRICA,U,unknown,874
817,876,Swimming with speared fish,"Kabiman, West coast",M,1955,Left leg bitten,1955.04.00,Unknown,,Unprovoked,"New Ireland, Bismarck Archipelago",PAPUA NEW GUINEA,N,unknown,876
818,877,Scuba diving,"Trinidad Bay, Humboldt County",M,1955,"No injury, shark bumped diver's face",1955.03.00.b,Unknown,,Unprovoked,California,USA,N,unknown,877
819,878,Fishing from market fishboat Sea Spray,"Santa Catalina Island, Los Angeles County",M,1953,Arm bitten by hooked shark PROVOKED INCIDENT,1953.07.31,Unknown,,Provoked,California,USA,N,unknown,878
820,879,Swimming from fishing boat setting nets,"Maile Beach, O'ahu",M,1952,"FATAL, left arm severed below the elbow",1952.08.03,Unknown,40.0,Unprovoked,Hawaii,USA,Y,unknown,879
821,880,Fishing,Giulianova,,1952,Multiple injuries PROVOKED INCIDENT,1952.10.12,Unknown,19,Provoked,Teramo,ITALY,Y,unknown,880
822,881,Spearfishing,"Momote, Manus Island",M,1952,"FATAL,  No remains",1952.00.00.e,Unknown,,Unprovoked,"Admiralty Islands, Manus Province",PAPUA NEW GUINEA,Y,unknown,881
823,882,Fishing,Kingston Harbor,M,1951,Lacerations to left hand,1951.12.06,Unknown,81,Unprovoked,Kingston Parish,JAMAICA,N,unknown,882
